a,video_id,author,likes,published,updated,text,teks_new,teks_new_lower,"sentimen (1 negatif, 2 netral, 3 positif)"
UgxzztbKevX54FIQuCB4AaABAg,dPkXZ3Daxh0,@ridasusilawati2866,1,2025-02-08T12:29:28Z,2025-02-08T12:29:28Z,Pokoknya Pemerintahan balas Budi yg startnya saja sudah melanggar konstitusi. Sehingga sepanjang pemerintahannya juga tidak terluput Dan pelanggaran Dan peblunderan. Akhirnya Rakyat yg jadi korban lagi. Yg pilih 02 waktu itu sekarang menyesal senyesal nyesalnya .,Pokoknya Pemerintahan balas Budi yg startnya saja sudah melanggar konstitusi. Sehingga sepanjang pemerintahannya juga tidak terluput Dan pelanggaran Dan peblunderan. Akhirnya Rakyat yg jadi korban lagi. Yg pilih 02 waktu itu sekarang menyesal senyesal nyesalnya .,pokoknya pemerintahan balas budi yg startnya saja sudah melanggar konstitusi. sehingga sepanjang pemerintahannya juga tidak terluput dan pelanggaran dan peblunderan. akhirnya rakyat yg jadi korban lagi. yg pilih 02 waktu itu sekarang menyesal senyesal nyesalnya .,1
UgyXo6Tyy0WyhauDzpp4AaABAg,dPkXZ3Daxh0,@fahrinaulfah1552,0,2025-02-08T12:29:27Z,2025-02-08T12:29:27Z,bocor halus bahas tukin dosen dongg,bocor halus bahas tukin dosen dongg,bocor halus bahas tukin dosen dongg,2
UgxttQ0MxoAtk59mna94AaABAg,dPkXZ3Daxh0,@raharjommd8412,0,2025-02-08T12:28:47Z,2025-02-08T12:28:47Z,"Suruh polisi aja cari duit. 
Kan jago jago","Suruh polisi aja cari duit. 
Kan jago jago","suruh polisi aja cari duit. 
kan jago jago",1
UgwcMiiHdarVNZYfQr54AaABAg,dPkXZ3Daxh0,@g.andrewoctovian731,0,2025-02-08T12:26:48Z,2025-02-08T12:26:48Z,16:42 Gpp jalanan rusak yang penting anak-anak kenyang ,16:42 Gpp jalanan rusak yang penting anak-anak kenyang,16:42 gpp jalanan rusak yang penting anak-anak kenyang,1
UgxZQQHjGi_npczCeN54AaABAg,dPkXZ3Daxh0,@siapanich4509,1,2025-02-08T12:25:57Z,2025-02-08T12:25:57Z,Bagus2...Pangkas semua Pak.,Bagus2...Pangkas semua Pak.,bagus2...pangkas semua pak.,3
Ugyh2y0q103FVydIUIl4AaABAg,dPkXZ3Daxh0,@totengarisandi4110,0,2025-02-08T12:25:36Z,2025-02-08T12:25:36Z,Akibat penambahan lembaga/kementerian anggaran jadi bengkaklah,Akibat penambahan lembaga/kementerian anggaran jadi bengkaklah,akibat penambahan lembaga/kementerian anggaran jadi bengkaklah,1
UgwSA_9nOfb6dN8jpsB4AaABAg,dPkXZ3Daxh0,@DhafinHaris,0,2025-02-08T12:24:36Z,2025-02-08T12:24:36Z,"Semua ini akibat pemilu langsung dan money politik ,dan budaya korupsi di negri ini","Semua ini akibat pemilu langsung dan money politik ,dan budaya korupsi di negri ini","semua ini akibat pemilu langsung dan money politik ,dan budaya korupsi di negri ini",1
UgxpunQ9syDIel4dwal4AaABAg,dPkXZ3Daxh0,@papiteng,0,2025-02-08T12:23:54Z,2025-02-08T12:23:54Z,Pemotongan anggaran 😂😂😂. Berarti kita dulu dibohongi keuntungan hilirisasi hasil tambang. Ooiiii hasil hilirisasi kemana semua? 😂😂😂,Pemotongan anggaran . Berarti kita dulu dibohongi keuntungan hilirisasi hasil tambang. Ooiiii hasil hilirisasi kemana semua? ,pemotongan anggaran . berarti kita dulu dibohongi keuntungan hilirisasi hasil tambang. ooiiii hasil hilirisasi kemana semua? ,1
UgyQb_LzcJuDhEHUL4Z4AaABAg,dPkXZ3Daxh0,@henrybosman-lj1bq,0,2025-02-08T12:22:51Z,2025-02-08T12:22:51Z,ASN pada galau itu konsekwensi logis dari sikap ASN selama ini yg mendiamkan  cara cara jokowi mengelola keungan negara secara ugal ugalan.,ASN pada galau itu konsekwensi logis dari sikap ASN selama ini yg mendiamkan  cara cara jokowi mengelola keungan negara secara ugal ugalan.,asn pada galau itu konsekwensi logis dari sikap asn selama ini yg mendiamkan  cara cara jokowi mengelola keungan negara secara ugal ugalan.,1
UgwM75qx3ahoW-gzysh4AaABAg,dPkXZ3Daxh0,@yosantosa9824,0,2025-02-08T12:21:30Z,2025-02-08T12:21:30Z,😅😅😅 ngomong apa..., ngomong apa..., ngomong apa...,2
Ugzm8GALRo59cNEnI594AaABAg,dPkXZ3Daxh0,@lalangabdulah7466,0,2025-02-08T12:20:54Z,2025-02-08T12:20:54Z,"Potong truss 😂
Yg tidak efisien harus di cut .. sesimpel itu","Potong truss 
Yg tidak efisien harus di cut .. sesimpel itu","potong truss 
yg tidak efisien harus di cut .. sesimpel itu",3
UgzO8B8rMRSL5dcxAi14AaABAg,dPkXZ3Daxh0,@roestamlubis4191,0,2025-02-08T12:20:46Z,2025-02-08T12:20:46Z,Negara' ini hancur akibat Jokowi effect. Jangan salahkan kebijakan Prabowo untuk membereakan Negara ini.,Negara' ini hancur akibat Jokowi effect. Jangan salahkan kebijakan Prabowo untuk membereakan Negara ini.,negara' ini hancur akibat jokowi effect. jangan salahkan kebijakan prabowo untuk membereakan negara ini.,2
Ugyx6YpH1dU5n5WGI5l4AaABAg,dPkXZ3Daxh0,@rikyrustiawan4490,0,2025-02-08T12:19:45Z,2025-02-08T12:19:45Z,Gajih DPR/MPR di potong di samakan dengan UMK/UMR gajih ya. Menjabat cuma 5 tahun. 😢,Gajih DPR/MPR di potong di samakan dengan UMK/UMR gajih ya. Menjabat cuma 5 tahun. ,gajih dpr/mpr di potong di samakan dengan umk/umr gajih ya. menjabat cuma 5 tahun. ,1
UgwGijJxVzhCKcZjAgR4AaABAg,dPkXZ3Daxh0,@stevanjay5620,0,2025-02-08T12:19:44Z,2025-02-08T12:19:44Z,Anggaran DPR sendiri tidak diganggu?,Anggaran DPR sendiri tidak diganggu?,anggaran dpr sendiri tidak diganggu?,1
UgwzrJu67pbJluwBb5F4AaABAg,dPkXZ3Daxh0,@GedeMika-o1j,0,2025-02-08T12:19:43Z,2025-02-08T12:19:43Z,In dampak utang yg besar d tingalkan jokowi utk pak wowo,In dampak utang yg besar d tingalkan jokowi utk pak wowo,in dampak utang yg besar d tingalkan jokowi utk pak wowo,2
Ugw6jZJDSQZhzM9bKrJ4AaABAg,dPkXZ3Daxh0,@feryyanto696,0,2025-02-08T12:19:41Z,2025-02-08T12:19:41Z,"kalau membebani batalkan aja MBG,sebagian warga memilih prabowo bukan karena program,ada yg terpaksa karena kerabat kepdes yg di paksa dukung paslon itu,salah satunya itu","kalau membebani batalkan aja MBG,sebagian warga memilih prabowo bukan karena program,ada yg terpaksa karena kerabat kepdes yg di paksa dukung paslon itu,salah satunya itu","kalau membebani batalkan aja mbg,sebagian warga memilih prabowo bukan karena program,ada yg terpaksa karena kerabat kepdes yg di paksa dukung paslon itu,salah satunya itu",1
UgzBoM5WiAr7Dcs9uXp4AaABAg,dPkXZ3Daxh0,@bapakjun9505,0,2025-02-08T12:19:27Z,2025-02-08T12:19:27Z,Batam hadir..,Batam hadir..,batam hadir..,2
Ugw2g9e7e3fo9I70yO54AaABAg,dPkXZ3Daxh0,@silvia9787,0,2025-02-08T12:19:07Z,2025-02-08T12:19:07Z,"gaya komando? lebih tepatnya militer sih, dia lupa bahwa jadi presiden tdk sama dgn jd TNI. Kirain stlh gagal pilpres berkali2, dia sudah nyisihin waktu utk belajar jd presiden yang bnr","gaya komando? lebih tepatnya militer sih, dia lupa bahwa jadi presiden tdk sama dgn jd TNI. Kirain stlh gagal pilpres berkali2, dia sudah nyisihin waktu utk belajar jd presiden yang bnr","gaya komando? lebih tepatnya militer sih, dia lupa bahwa jadi presiden tdk sama dgn jd tni. kirain stlh gagal pilpres berkali2, dia sudah nyisihin waktu utk belajar jd presiden yang bnr",1
Ugy2hGzXYkzAbLiJNXd4AaABAg,dPkXZ3Daxh0,@setyoufree2726,0,2025-02-08T12:19:02Z,2025-02-08T12:21:30Z,"Semua gara² makan bergizi gratis. Program gak jelas tujuannya apa. Apa IQ anak² bisa naik gara² MBG ini? 😂😂 
Apa dgn MBG sampai 5 tahun kedepan... maka akan muncul generasi jenius? 
Wkwkwwk... omon-omon semua.","Semua gara2 makan bergizi gratis. Program gak jelas tujuannya apa. Apa IQ anak2 bisa naik gara2 MBG ini?  
Apa dgn MBG sampai 5 tahun kedepan... maka akan muncul generasi jenius? 
Wkwkwwk... omon-omon semua.","semua gara2 makan bergizi gratis. program gak jelas tujuannya apa. apa iq anak2 bisa naik gara2 mbg ini?  
apa dgn mbg sampai 5 tahun kedepan... maka akan muncul generasi jenius? 
wkwkwwk... omon-omon semua.",1
UgyF6zzQ_JxOuTFo15l4AaABAg,dPkXZ3Daxh0,@alisyahbanamail,0,2025-02-08T12:15:45Z,2025-02-08T12:15:45Z,"Salah ngatur duit di 10 tahun Jokowi, sekarang kena getahnya","Salah ngatur duit di 10 tahun Jokowi, sekarang kena getahnya","salah ngatur duit di 10 tahun jokowi, sekarang kena getahnya",1
UgwScgbQYD_JogmXmXZ4AaABAg,dPkXZ3Daxh0,@wawanassagaf4835,0,2025-02-08T12:15:04Z,2025-02-08T12:15:04Z,Lucu juga. 50% perjalanan dinas di potong tapi daerah2 yang baru melakukan pemilukada harus d labtik bupatinya di jakarta...opd yang berangkat dampingi apa harus pakai uang pribadi... ?,Lucu juga. 50% perjalanan dinas di potong tapi daerah2 yang baru melakukan pemilukada harus d labtik bupatinya di jakarta...opd yang berangkat dampingi apa harus pakai uang pribadi... ?,lucu juga. 50% perjalanan dinas di potong tapi daerah2 yang baru melakukan pemilukada harus d labtik bupatinya di jakarta...opd yang berangkat dampingi apa harus pakai uang pribadi... ?,1
UgyeBeGMyq5lY7d1XZ94AaABAg,dPkXZ3Daxh0,@jefryyanto2188,11,2025-02-08T12:14:56Z,2025-02-08T12:14:56Z,"makin keliatan otoriternya Prabowo ini.

ini daya beli masyarakat akan lemah, dan kriminalitas akan meningkat.","makin keliatan otoriternya Prabowo ini.

ini daya beli masyarakat akan lemah, dan kriminalitas akan meningkat.","makin keliatan otoriternya prabowo ini.

ini daya beli masyarakat akan lemah, dan kriminalitas akan meningkat.",1
UgxeFg7egwewCXK9-w14AaABAg,dPkXZ3Daxh0,@roestamlubis4191,0,2025-02-08T12:13:52Z,2025-02-08T12:13:52Z,"Pangkal mula nya akibat anggaran buat pembangunan IKN yg aturan pembangunan tanpa biaya APBN. 
Ditambah lagi bayar utang yg dilakukan Jokowi secara ugal ugalan. Jangan salahkan Prabowo","Pangkal mula nya akibat anggaran buat pembangunan IKN yg aturan pembangunan tanpa biaya APBN. 
Ditambah lagi bayar utang yg dilakukan Jokowi secara ugal ugalan. Jangan salahkan Prabowo","pangkal mula nya akibat anggaran buat pembangunan ikn yg aturan pembangunan tanpa biaya apbn. 
ditambah lagi bayar utang yg dilakukan jokowi secara ugal ugalan. jangan salahkan prabowo",3
UgxDFTU_ykKafApDAmd4AaABAg,dPkXZ3Daxh0,@rachmatbintoro,0,2025-02-08T12:13:50Z,2025-02-08T12:13:50Z,Duwit habis utk bayaran kabinet gemoy... 😊😊😊,Duwit habis utk bayaran kabinet gemoy... ,duwit habis utk bayaran kabinet gemoy... ,1
UgzIgjiexEFi72q582x4AaABAg,dPkXZ3Daxh0,@ozzyeshachannel1405,0,2025-02-08T12:12:33Z,2025-02-08T12:12:33Z,"Penjarakan simul yg udh bikin pemerintahan hari ini berantakan 
Klu g tuman..","Penjarakan simul yg udh bikin pemerintahan hari ini berantakan 
Klu g tuman..","penjarakan simul yg udh bikin pemerintahan hari ini berantakan 
klu g tuman..",2
UgwkIGlZFC5o7nQekKZ4AaABAg,dPkXZ3Daxh0,@jujujuhartono3760,0,2025-02-08T12:12:21Z,2025-02-08T12:12:21Z,Gampang konglongnerat tarik harta nya separo demi negara & rakyat Indonesia kalo emang nasionalis... 😂😂😂😂,Gampang konglongnerat tarik harta nya separo demi negara & rakyat Indonesia kalo emang nasionalis... ,gampang konglongnerat tarik harta nya separo demi negara & rakyat indonesia kalo emang nasionalis... ,1
Ugy33rzFezXzwW5BgT94AaABAg,dPkXZ3Daxh0,@prayitnoindra8822,0,2025-02-08T12:12:18Z,2025-02-08T12:12:18Z,Makanya jangan sampai kalah kl jagoin di pilpres..😊 jd nyinyir..tp tenang aja..pemilih wowo butuh kalian(oposisi rakyat).,Makanya jangan sampai kalah kl jagoin di pilpres.. jd nyinyir..tp tenang aja..pemilih wowo butuh kalian(oposisi rakyat).,makanya jangan sampai kalah kl jagoin di pilpres.. jd nyinyir..tp tenang aja..pemilih wowo butuh kalian(oposisi rakyat).,1
UgyIbchh8EVyKa-Sq1V4AaABAg,dPkXZ3Daxh0,@ciminmin2006,0,2025-02-08T12:11:56Z,2025-02-08T12:11:56Z,Efek ulah mulyono...merusak,Efek ulah mulyono...merusak,efek ulah mulyono...merusak,1
UgztWYh7kpfFwG5f7O54AaABAg,dPkXZ3Daxh0,@HendiYuhendi-f1k,0,2025-02-08T12:11:43Z,2025-02-08T12:11:43Z,❤❤❤,,,2
Ugx2bW9vOfywEg58f2V4AaABAg,dPkXZ3Daxh0,@ALIF_dz99,0,2025-02-08T12:11:29Z,2025-02-08T12:11:29Z,3:00,3:00,3:00,2
Ugy547-h0aiC7EKVLQp4AaABAg,dPkXZ3Daxh0,@Arkan_cha,1,2025-02-08T12:10:11Z,2025-02-08T12:10:11Z,"Seharusnya Tempo dukung penghematan presiden, kalo memang tempo berpikir objektif... 
Atau hanya media propaganda?","Seharusnya Tempo dukung penghematan presiden, kalo memang tempo berpikir objektif... 
Atau hanya media propaganda?","seharusnya tempo dukung penghematan presiden, kalo memang tempo berpikir objektif... 
atau hanya media propaganda?",2
UgwTe01TipAdKBe7yc54AaABAg,dPkXZ3Daxh0,@rachmatbintoro,0,2025-02-08T12:09:44Z,2025-02-08T12:09:44Z,Warisan Mas Mul hebat... Duwit habis... Gedhe omongane,Warisan Mas Mul hebat... Duwit habis... Gedhe omongane,warisan mas mul hebat... duwit habis... gedhe omongane,1
UgzDpM3GzwUqh217iHB4AaABAg,dPkXZ3Daxh0,@zakywarhooll6695,0,2025-02-08T12:08:33Z,2025-02-08T12:08:33Z,"😂😂😂😂. PNS naikin gajinya 10 juta atau 15 sebulan. Tapi jumlahnya kurangi separo. 2025 ada tukang Foto KTP, bayar apa2 manual, perpanjang document manual. Hey perekaman kornea mata dan foto selfie aja bisa buat cairin pinjol. Masak Foto KTP masih di fotoin orang. Tinggal pasang kamera dan layar touch screen editnya pakai AI tinggal klik. Print KTP kayak masukin kartu ATM ke mesin ATM. 😂😂😂😂😂😂. Manual semua. Negara kocak.",". PNS naikin gajinya 10 juta atau 15 sebulan. Tapi jumlahnya kurangi separo. 2025 ada tukang Foto KTP, bayar apa2 manual, perpanjang document manual. Hey perekaman kornea mata dan foto selfie aja bisa buat cairin pinjol. Masak Foto KTP masih di fotoin orang. Tinggal pasang kamera dan layar touch screen editnya pakai AI tinggal klik. Print KTP kayak masukin kartu ATM ke mesin ATM. . Manual semua. Negara kocak.",". pns naikin gajinya 10 juta atau 15 sebulan. tapi jumlahnya kurangi separo. 2025 ada tukang foto ktp, bayar apa2 manual, perpanjang document manual. hey perekaman kornea mata dan foto selfie aja bisa buat cairin pinjol. masak foto ktp masih di fotoin orang. tinggal pasang kamera dan layar touch screen editnya pakai ai tinggal klik. print ktp kayak masukin kartu atm ke mesin atm. . manual semua. negara kocak.",1
Ugz6e2OqVgMAe6wMtzJ4AaABAg,dPkXZ3Daxh0,@JemiMahmud-m5y,0,2025-02-08T12:07:42Z,2025-02-08T12:07:42Z,Rt rw lurah camat bupati gubernur dpd dprd dpr menteri2 polisi tni au al ad blm yg lain2 terlalu banyak anggaran nya...knpa gk lbih disimpelin gitu...,Rt rw lurah camat bupati gubernur dpd dprd dpr menteri2 polisi tni au al ad blm yg lain2 terlalu banyak anggaran nya...knpa gk lbih disimpelin gitu...,rt rw lurah camat bupati gubernur dpd dprd dpr menteri2 polisi tni au al ad blm yg lain2 terlalu banyak anggaran nya...knpa gk lbih disimpelin gitu...,2
UgyIZQ6OnT_Fj8GU-3l4AaABAg,dPkXZ3Daxh0,@bagundalgundul9011,0,2025-02-08T12:07:39Z,2025-02-08T12:07:39Z,Jokowi boros anggaran dan numpuk utang. Prabowo ketiban sial.,Jokowi boros anggaran dan numpuk utang. Prabowo ketiban sial.,jokowi boros anggaran dan numpuk utang. prabowo ketiban sial.,1
UgxGluQ1XoXkxjJjqFp4AaABAg,dPkXZ3Daxh0,@andisutiandi-js3mm,0,2025-02-08T12:07:34Z,2025-02-08T12:07:34Z,APH dikasih tugas khusus utk nagihin pajak 😂😂😂... alih2 beres malah jadi pemalak bersurat negara 😂😂😂,APH dikasih tugas khusus utk nagihin pajak ... alih2 beres malah jadi pemalak bersurat negara ,aph dikasih tugas khusus utk nagihin pajak ... alih2 beres malah jadi pemalak bersurat negara ,2
UgzS9cm73ZS4D7WyYPJ4AaABAg,dPkXZ3Daxh0,@zulfanchan689,0,2025-02-08T12:07:25Z,2025-02-08T12:07:25Z,"Derita tiada akhir,,😅😢😂","Derita tiada akhir,,","derita tiada akhir,,",1
UgwPKQuyQrCHJDdjGbN4AaABAg,dPkXZ3Daxh0,@dhenthebeat,31,2025-02-08T12:06:38Z,2025-02-08T12:06:38Z,"Terima kasih Untuk TEMPO,,,sudah "" nyenggol "" Jalan PARUNG PANJANG,,yang Rusak parah,,,🥰,,,mudah2an segera di selesaikan oleh pemerintah Daerah,,,,🤲","Terima kasih Untuk TEMPO,,,sudah "" nyenggol "" Jalan PARUNG PANJANG,,yang Rusak parah,,,,,,mudah2an segera di selesaikan oleh pemerintah Daerah,,,,","terima kasih untuk tempo,,,sudah "" nyenggol "" jalan parung panjang,,yang rusak parah,,,,,,mudah2an segera di selesaikan oleh pemerintah daerah,,,,",2
UgwCtpZEVK4B9DnXV6R4AaABAg,dPkXZ3Daxh0,@JemiMahmud-m5y,0,2025-02-08T12:05:20Z,2025-02-08T12:05:20Z,Kaya pangkas rambut..dipangkas nnti jg tumbuh lgi....sbnrnya dri dlu indonesia tuh mnrt sya salah dlm birokrasi pmrintahan nya..trllu ruwet.....,Kaya pangkas rambut..dipangkas nnti jg tumbuh lgi....sbnrnya dri dlu indonesia tuh mnrt sya salah dlm birokrasi pmrintahan nya..trllu ruwet.....,kaya pangkas rambut..dipangkas nnti jg tumbuh lgi....sbnrnya dri dlu indonesia tuh mnrt sya salah dlm birokrasi pmrintahan nya..trllu ruwet.....,2
UgxWrTLdIQSGV41z1Cp4AaABAg,dPkXZ3Daxh0,@nugrohojs2790,0,2025-02-08T12:04:36Z,2025-02-08T12:04:36Z,"Natalius Pigai apa kabarnya? Minta 20T ditolak, sekarang malah dipotong. Bisa nangis guling - guling dia 🤣","Natalius Pigai apa kabarnya? Minta 20T ditolak, sekarang malah dipotong. Bisa nangis guling - guling dia ","natalius pigai apa kabarnya? minta 20t ditolak, sekarang malah dipotong. bisa nangis guling - guling dia ",1
Ugy06BeosEbRAuQnEzV4AaABAg,dPkXZ3Daxh0,@sonsonribawa2764,0,2025-02-08T12:04:32Z,2025-02-08T12:04:32Z,"Anggaran DPR dan para pejabat di potong ,menteri2 dipangkas jgn terlalu byk menteri ,sekran sampe seratus lbih sama Wamen dan utusan dibawah menteri,lumayan buat menghemat anggaran","Anggaran DPR dan para pejabat di potong ,menteri2 dipangkas jgn terlalu byk menteri ,sekran sampe seratus lbih sama Wamen dan utusan dibawah menteri,lumayan buat menghemat anggaran","anggaran dpr dan para pejabat di potong ,menteri2 dipangkas jgn terlalu byk menteri ,sekran sampe seratus lbih sama wamen dan utusan dibawah menteri,lumayan buat menghemat anggaran",1
Ugz7HoPX_Vbfbqt8rwx4AaABAg,dPkXZ3Daxh0,@trilife2323,0,2025-02-08T12:04:23Z,2025-02-08T12:04:23Z,polkis? parah,polkis? parah,polkis? parah,1
UgySy8R2XCHB5Jh5T154AaABAg,dPkXZ3Daxh0,@slametriyadi3492,0,2025-02-08T12:03:32Z,2025-02-08T12:03:32Z,Bisanya hanya menilai yg jls apa kontribusi mereka pada negara,Bisanya hanya menilai yg jls apa kontribusi mereka pada negara,bisanya hanya menilai yg jls apa kontribusi mereka pada negara,2
UgwmHRYAie-lh-2Kn2R4AaABAg,dPkXZ3Daxh0,@anisanurraudah8383,1,2025-02-08T12:02:18Z,2025-02-08T12:02:18Z,ADILI JOKOWI!!!,ADILI JOKOWI!!!,adili jokowi!!!,1
Ugzc9BzgjyB0JSe_0Zp4AaABAg,dPkXZ3Daxh0,@bagus2410,2,2025-02-08T12:01:00Z,2025-02-08T12:01:00Z,"Menarik sekali melihat perubahan sikap yang terjadi. Dahulu, ketika pemerintah gencar membangun infrastruktur, banyak yang berkomentar bahwa 'infrastruktur tidak bisa dimakan'. Namun kini, ketika ada upaya efisiensi anggaran yang mungkin berdampak pada proyek-proyek infrastruktur, justru muncul keluhan dan protes. Sepertinya, bagi sebagian orang, infrastruktur itu seperti sayuran: dulu tidak disukai, tapi sekarang ketika porsinya dikurangi, malah dicari-cari.","Menarik sekali melihat perubahan sikap yang terjadi. Dahulu, ketika pemerintah gencar membangun infrastruktur, banyak yang berkomentar bahwa 'infrastruktur tidak bisa dimakan'. Namun kini, ketika ada upaya efisiensi anggaran yang mungkin berdampak pada proyek-proyek infrastruktur, justru muncul keluhan dan protes. Sepertinya, bagi sebagian orang, infrastruktur itu seperti sayuran: dulu tidak disukai, tapi sekarang ketika porsinya dikurangi, malah dicari-cari.","menarik sekali melihat perubahan sikap yang terjadi. dahulu, ketika pemerintah gencar membangun infrastruktur, banyak yang berkomentar bahwa 'infrastruktur tidak bisa dimakan'. namun kini, ketika ada upaya efisiensi anggaran yang mungkin berdampak pada proyek-proyek infrastruktur, justru muncul keluhan dan protes. sepertinya, bagi sebagian orang, infrastruktur itu seperti sayuran: dulu tidak disukai, tapi sekarang ketika porsinya dikurangi, malah dicari-cari.",3
UgwsXGgF1CtBN4igtsV4AaABAg,dPkXZ3Daxh0,@captaincode1234,0,2025-02-08T12:00:49Z,2025-02-08T12:00:49Z,"Singkat aja : satu sisi nambah orang, sisi lain potong anggaran.
Logikanya gimana?!!!
Yg lain gak usah dibahas sebelum ini terjawab","Singkat aja : satu sisi nambah orang, sisi lain potong anggaran.
Logikanya gimana?!!!
Yg lain gak usah dibahas sebelum ini terjawab","singkat aja : satu sisi nambah orang, sisi lain potong anggaran.
logikanya gimana?!!!
yg lain gak usah dibahas sebelum ini terjawab",1
UgzpkEbsQM5MHa15ptZ4AaABAg,dPkXZ3Daxh0,@jazimsantoso2737,0,2025-02-08T12:00:41Z,2025-02-08T12:00:41Z,Utk nambah anggaran jual bandara kerta jaya dan IKN....😁😁😁😁😁😁,Utk nambah anggaran jual bandara kerta jaya dan IKN....,utk nambah anggaran jual bandara kerta jaya dan ikn....,1
Ugx3xyQIxmHd5pUw3f94AaABAg,dPkXZ3Daxh0,@RelevanJaya,2,2025-02-08T12:00:13Z,2025-02-08T12:00:13Z,"Yg Penting Jgn di Potong Uang.. DPR, MPR, Polisi, TNI, Menhan... ya sudah.... Yg lain Potonglah Semua.. 😂😂😂😂😂.... Tp inget.. Kalau ada kekuatan Mendadak yg meluncur...","Yg Penting Jgn di Potong Uang.. DPR, MPR, Polisi, TNI, Menhan... ya sudah.... Yg lain Potonglah Semua.. .... Tp inget.. Kalau ada kekuatan Mendadak yg meluncur...","yg penting jgn di potong uang.. dpr, mpr, polisi, tni, menhan... ya sudah.... yg lain potonglah semua.. .... tp inget.. kalau ada kekuatan mendadak yg meluncur...",1
UgwDCyxa9_gppy08Sm14AaABAg,dPkXZ3Daxh0,@djara59cons81,0,2025-02-08T11:59:35Z,2025-02-08T11:59:35Z,"Kalau anggaran di DPR tidak dipotong, itu tidak adil, mestinya semua lembaga mesti mendukng Kbijakn itu.","Kalau anggaran di DPR tidak dipotong, itu tidak adil, mestinya semua lembaga mesti mendukng Kbijakn itu.","kalau anggaran di dpr tidak dipotong, itu tidak adil, mestinya semua lembaga mesti mendukng kbijakn itu.",2
UgzkjS9YBuGd42k-mkt4AaABAg,dPkXZ3Daxh0,@senggirimegah5456,0,2025-02-08T11:58:28Z,2025-02-08T11:58:28Z,"Kalo dilihat defisit 700triliun+utang jatuh tempo 800triliun.. 
Defisit 1500triliun dibagi jumlah penduduk, itu sudah masuk kategori negara gagal..","Kalo dilihat defisit 700triliun+utang jatuh tempo 800triliun.. 
Defisit 1500triliun dibagi jumlah penduduk, itu sudah masuk kategori negara gagal..","kalo dilihat defisit 700triliun+utang jatuh tempo 800triliun.. 
defisit 1500triliun dibagi jumlah penduduk, itu sudah masuk kategori negara gagal..",1
UgwAiAowJtQz_b4s4Wd4AaABAg,dPkXZ3Daxh0,@ardimahendragunadi409,0,2025-02-08T11:57:59Z,2025-02-08T11:57:59Z,terimakasih tempo telah menyuarakaaaaaaaaaaaaan kami . JAYA SELALU  TEMPO DOTCO - JELASIN DONG x BOCOR ALUS.,terimakasih tempo telah menyuarakaaaaaaaaaaaaan kami . JAYA SELALU  TEMPO DOTCO - JELASIN DONG x BOCOR ALUS.,terimakasih tempo telah menyuarakaaaaaaaaaaaaan kami . jaya selalu  tempo dotco - jelasin dong x bocor alus.,2
Ugw3ZA4OJMosI4FDLjV4AaABAg,dPkXZ3Daxh0,@mafiakolor1558,0,2025-02-08T11:57:18Z,2025-02-08T11:57:18Z,Jawa mana paham yg beginian.,Jawa mana paham yg beginian.,jawa mana paham yg beginian.,2
Ugy5LgoA_WyN3-4YYL14AaABAg,dPkXZ3Daxh0,@PublishOrPerish-z8w,0,2025-02-08T11:56:14Z,2025-02-08T11:58:29Z,"Usul bahas CORETAX, 1.3 T senggol nih boss","Usul bahas CORETAX, 1.3 T senggol nih boss","usul bahas coretax, 1.3 t senggol nih boss",2
UgwmUmGN5o7mDjxSXoF4AaABAg,dPkXZ3Daxh0,@Johnso29,13,2025-02-08T11:56:11Z,2025-02-08T11:56:11Z,Acara ini sangat membuat kita semakin mengerti apa sj yg akan pemerintah lakukan ke depannya,Acara ini sangat membuat kita semakin mengerti apa sj yg akan pemerintah lakukan ke depannya,acara ini sangat membuat kita semakin mengerti apa sj yg akan pemerintah lakukan ke depannya,2
UgyBGEAc-gNwXrX3NIt4AaABAg,dPkXZ3Daxh0,@ahmadsafrizal254,0,2025-02-08T11:55:56Z,2025-02-08T11:55:56Z,Pemerintah bingung kwkwk,Pemerintah bingung kwkwk,pemerintah bingung kwkwk,1
Ugxpbp9s1dMCMuWONS94AaABAg,dPkXZ3Daxh0,@MD-ir9kg,0,2025-02-08T11:55:54Z,2025-02-08T11:55:54Z,"Pada pusing KUE nya di otak atik. Udah bener lah di sikat. Liat contoh kasusnya jabar, setelah anggaran Pemprov jabar di breakdown kang ded mulyadi banyak yang nganuuu. 😂","Pada pusing KUE nya di otak atik. Udah bener lah di sikat. Liat contoh kasusnya jabar, setelah anggaran Pemprov jabar di breakdown kang ded mulyadi banyak yang nganuuu. ","pada pusing kue nya di otak atik. udah bener lah di sikat. liat contoh kasusnya jabar, setelah anggaran pemprov jabar di breakdown kang ded mulyadi banyak yang nganuuu. ",1
UgwfowGgxJEyrZOUTuh4AaABAg,dPkXZ3Daxh0,@doconcosurg8588,0,2025-02-08T11:55:37Z,2025-02-08T11:55:37Z,Utang jokowi,Utang jokowi,utang jokowi,1
